Company,Location_HQ,Industry,Laid_Off_Count,Percentage,Date,Source,Funds_Raised (Millions),Stage,Date_Added,Country,List_of_Employees_Laid_Off,Sum of Employees,Average # of Employees Laid Off,Average Layoff %,Total Funds Raised,Average Funds Raised,,
Doma,SF Bay Area,Finance,310,15%,5/10/2022,https://www.housingwire.com/articles/doma-lays-off-15-of-work-force-as-q1-revenue-declines/,679.00,IPO,5/12/2022 17:23,United States,Unknown,,,,,,,
Pollen,London,Travel,200,33%,5/10/2022,https://newsletter.pragmaticengineer.com/p/the-scoop-11?s=w,238.00,Series C,5/20/2022 0:32,United Kingdom,Unknown,,,,,,,
Latch,New York City,Security,30,6%,5/10/2022,https://techcrunch.com/2022/05/13/startup-tech-layoff-and-hiring-freeze-in-may/,342.00,IPO,5/12/2022 1:19,United States,Unknown,,,,,,,
Vroom,New York City,Transportation,270,14%,5/9/2022,https://www.marketwatch.com/amp/story/vroom-names-shortt-as-ceo-amid-business-realignment-shares-up-after-hours-271652132516,1300.00,IPO,5/10/2022 2:49,United States,Unknown,,,,,,,
Reef,Miami,Transportation,750,5%,5/6/2022,https://www.restaurantbusinessonline.com/technology/reef-lay-5-workforce,1500.00,Unknown,5/6/2022 21:36,United States,Unknown,,,,,,,
Vedantu,Bengaluru,Education,200,3%,5/5/2022,https://economictimes.indiatimes.com/tech/startups/edtech-unicorn-vedantu-lays-off-200-employees/articleshow/91346831.cms,292.00,Series E,5/7/2022 13:51,India,Unknown,,,,,,,
Mural,SF Bay Area,Product,90,10%,5/5/2022,LinkedIn,192.00,Series C,5/6/2022 17:01,United States,Unknown,,,,,,,
On Deck,SF Bay Area,Education,72,25%,5/5/2022,https://techcrunch.com/2022/05/05/on-deck-lay-off-accelerator/,20.00,Series A,5/5/2022 18:40,United States,Unknown,,,,,,,
SEND,Sydney,Food,300,100%,5/4/2022,https://www.smartcompany.com.au/finance/delivery-startup-send-collapses/,3.00,Seed,5/9/2022 2:01,Australia,Unknown,,,,,,,
Cameo,Chicago,Consumer,87,25%,5/4/2022,https://www.theinformation.com/articles/cameo-a-celebrity-shoutout-app-lays-off-25-of-workforce,165.00,Unknown,5/4/2022 23:34,United States,Unknown,,,,,,,
Mainstreet,SF Bay Area,Finance,45,30%,5/4/2022,https://www.businessinsider.com/mainstreet-lays-off-third-of-employees-market-conditions-2022-5,64.00,Series A,5/5/2022 14:43,United States,Unknown,,,,,,,
Avo,Tel Aviv,Food,500,67%,5/1/2022,https://en.globes.co.il/en/article-israeli-grocery-delivery-co-avo-lays-off-500-1001410720,45.00,Series B,5/2/2022 23:33,Israel,Unknown,,,,,,,
Domestika,SF Bay Area,Education,150,19%,4/28/2022,https://www.epe.es/es/economia/20220428/domestika-tecnologica-despidos-ere-encubierto-13576187,130.00,Series D,7/25/2022 4:25,United States,Unknown,,,,,,,
Robinhood,SF Bay Area,Finance,340,9%,4/26/2022,https://www.cnbc.com/2022/04/26/robinhood-cutting-about-9percent-of-full-time-employees.html,5600.00,IPO,4/26/2022 20:57,United States,Unknown,,,,,,,
Bonsai,Toronto,Retail,29,34%,4/26/2022,https://betakit.com/bonsai-lays-off-a-third-of-employees-shortly-after-21-million-series-a-citing-shift-to-growth-strategy/,27.00,Series A,6/21/2022 3:27,Canada,Unknown,,,,,,,
Xiaohongshu,Shanghai,Consumer,180,9%,4/21/2022,https://www.reuters.com/technology/chinas-xiaohongshu-kicks-off-staff-layoffs-source-2022-04-21/,917.00,Series E,4/23/2022 2:47,China,Unknown,,,,,,,
Facily,Sao Paulo,Retail,260,30%,4/20/2022,https://startups.com.br/noticias/brazilian-e-commerce-firm-facily-slashes-workforce-by-30/,502.00,Series D,4/27/2022 23:14,Brazil,Unknown,,,,,,,
Blend,SF Bay Area,Finance,200,10%,4/19/2022,https://www.housingwire.com/articles/blend-lays-off-200-workers-as-mortgage-industry-sputters/,665.00,IPO,4/20/2022 3:20,United States,Unknown,,,,,,,
QuintoAndar,Sao Paulo,Real Estate,160,4%,4/19/2022,https://aimgroup.com/2022/04/19/quintoandar-lays-off-4-its-workforce/,755.00,Series E,4/24/2022 3:25,Brazil,Unknown,,,,,,,
Ahead,SF Bay Area,Healthcare,44,100%,4/14/2022,https://www.bloomberg.com/news/articles/2022-04-14/online-adhd-medication-startup-ahead-is-shutting-down?sref=yLCixKPR,9.00,Unknown,4/15/2022 22:56,United States,Unknown,,,,,,,
Rad Power Bikes,Seattle,Transportation,100,14%,4/12/2022,https://www.geekwire.com/2022/rad-power-bikes-lays-off-100-employees-about-14-of-staff-after-raising-304m-last-year/,329.00,Series D,5/5/2022 23:38,United States,Unknown,,,,,,,
Food52,New York City,Food,20,10%,4/8/2022,https://www.businessinsider.com/food52-layoffs-employees-shocked-chernin-group-investment-2022-4,176.00,Acquired,5/7/2022 23:29,United States,Unknown,,,,,,,
Unacademy,Bengaluru,Education,1000,17%,4/7/2022,https://economictimes.indiatimes.com/tech/startups/unacademy-lays-off-around-1000-employees-as-edtech-major-begins-a-massive-cost-cutting-exercise/articleshow/90703708.cms,838.00,Series H,4/7/2022 15:30,India,Unknown,,,,,,,
BitMEX,Non-U.S.,Crypto,75,25%,4/4/2022,https://www.theblockcrypto.com/post/140412/bitmex-lays-off-75-employees-after-bank-acquisition-collapses,0.00,Seed,4/5/2022 0:02,Seychelles,Unknown,,,,,,,
Legible,Vancouver,Media,23,38%,4/4/2022,https://betakit.com/in-effort-to-cut-costs-cse-listed-legible-lays-off-over-a-third-of-its-employees/,3.00,IPO,4/15/2022 23:02,Canada,Unknown,,,,,,,
Rasa,Berlin,Data,59,40%,3/30/2022,https://www.businessinsider.de/gruenderszene/business/exklusiv-massenentlassungen-rasa-andreessen-horowitz-ki/,40.00,Series B,3/30/2022 22:05,Germany,Unknown,,,,,,,
Gopuff,Philadelphia,Food,450,3%,3/29/2022,https://www.theinformation.com/articles/gopuff-plans-hundreds-of-layoffs-to-cut-40-million-in-costs,3400.00,Series H,3/30/2022 15:13,United States,Unknown,,,,,,,
Thinkific,Vancouver,Education,100,20%,3/29/2022,https://betakit.com/following-2021-losses-thinkific-to-lay-off-100-employees/,22.00,IPO,3/30/2022 3:34,Canada,Unknown,,,,,,,
Storytel,Stockholm,Media,100,10%,3/17/2022,https://www.svt.se/kultur/storytel-pausar-planen-om-varldsherravalde-pa-ljudboksmarknaden,275.00,IPO,5/17/2022 14:26,Sweden,Unknown,,,,,,,
Trell,Bengaluru,Retail,300,50%,3/15/2022,https://www.businesstoday.in/entrepreneurship/news/story/amidst-face-off-between-investors-co-founders-trell-may-lay-off-300-employees-326399-2022-03-17,62.00,Series B,5/7/2022 13:47,India,Unknown,,,,,,,
Knock,New York City,Real Estate,115,46%,3/15/2022,https://www.bloomberg.com/news/articles/2022-03-15/startup-knock-scraps-plans-to-go-public-lays-off-half-its-staff,654.00,Unknown,3/17/2022 15:04,United States,Unknown,,,,,,,
Better.com,New York City,Real Estate,3000,33%,3/8/2022,https://www.nytimes.com/2022/03/08/business/better-mortgage-lender-layoffs.html,905.00,Unknown,3/9/2022 0:46,United States,Unknown,,,,,,,
Adaptive Biotechnologies,Seattle,Healthcare,100,12%,3/8/2022,https://www.geekwire.com/2022/adaptive-biotechnologies-lays-off-about-100-people-12-of-headcount-to-streamline-our-workforce/,406.00,IPO,5/29/2022 17:59,United States,Unknown,,,,,,,
Hyperscience,New York City,Data,100,25%,3/3/2022,https://www.theinformation.com/articles/automation-firm-hyperscience-slashes-staff-loses-ceo-as-startups-face-growing-pressure,289.00,Series E,3/4/2022 0:14,United States,Unknown,,,,,,,
Wish,SF Bay Area,Retail,190,15%,3/1/2022,https://www.marketwatch.com/story/wish-stock-dives-as-holiday-sales-miss-layoffs-planned-11646170199,1600.00,IPO,5/14/2022 1:20,United States,Unknown,,,,,,,
Virgin Hyperloop,Los Angeles,Transportation,111,50%,2/21/2022,https://www.ft.com/content/d87f77bd-0a0a-4512-b983-197f184f5352,368.00,Unknown,2/22/2022 15:59,United States,Unknown,,,,,,,
Liv Up,Sao Paulo,Food,100,15%,2/16/2022,https://startups.com.br/noticias/liv-up-faz-reestruturacao-e-corta-15-do-quadro/,118.00,Series D,4/27/2022 23:17,Brazil,Unknown,,,,,,,
Homie,Salt Lake City,Real Estate,119,29%,2/14/2022,https://www.deseret.com/utah/2022/2/14/22933350/utah-real-esate-homie-cuts-staff-amid-roiled-real-estate-market-record-home-prices-low-inventory,35.00,Series B,2/11/2022 21:07,United States,Unknown,,,,,,,
Hopin,London,Other,138,12%,2/10/2022,https://techcrunch.com/2022/02/10/virtual-events-platform-hopin-cuts-12-of-staff-citing-goal-of-sustainable-growth/,1000.00,Series D,2/11/2022 1:18,United States,Unknown,,,,,,,
Peloton,New York City,Fitness,2800,20%,2/8/2022,https://techcrunch.com/2022/02/08/peloton-ceo-steps-down-as-the-company-cuts-2800-jobs/,1900.00,IPO,2/8/2022 17:08,United States,Unknown,,,,,,,
Rhino,New York City,Real Estate,57,20%,2/3/2022,https://therealdeal.com/2022/02/03/proptech-startup-rhino-lays-off-over-20-of-its-staff/,133.00,Unknown,2/4/2022 23:08,United States,Unknown,,,,,,,
Glossier,New York City,Consumer,80,33%,1/26/2022,https://techcrunch.com/2022/01/26/glossier-just-laid-off-one-third-of-its-corporate-employees-mostly-in-tech/,266.00,Series E,1/26/2022 21:48,United States,Unknown,,,,,,,
Better.com,New York City,Real Estate,900,9%,12/1/2021,https://techcrunch.com/2021/12/01/better-com-lays-off-9-of-its-staff/,905.00,Unknown,12/1/2021 23:06,United States,Unknown,,,,,,,
BitTitan,Seattle,Data,70,27%,11/18/2021,https://www.seattletimes.com/business/seventy-set-for-layoffs-at-bellevue-startup-bittitan/,46.00,Acquired,11/20/2021 16:32,United States,Unknown,,,,,,,
Zillow,Seattle,Real Estate,2000,25%,11/2/2021,https://www.geekwire.com/2021/zillow-shutter-home-buying-business-lay-off-2k-employees-big-real-estate-bet-falters/,97.00,IPO,11/2/2021 21:18,United States,Unknown,,,,,,,
Treehouse,Portland,Education,41,90%,9/14/2021,https://www.oregonlive.com/silicon-forest/2021/09/online-coding-school-treehouse-formerly-based-in-portland-lays-off-most-of-its-staff.html,12.00,Series B,10/27/2021 15:12,United States,Unknown,,,,,,,
Flockjay,SF Bay Area,Education,37,50%,8/24/2021,https://techcrunch.com/2021/08/24/flockjay-cuts-at-least-half-of-its-workforce-as-it-pivots-away-from-bootcamps-into-b2b-saas/,14.00,Series A,8/24/2021 20:41,United States,Unknown,,,,,,,
Katerra,SF Bay Area,Construction,2434,100%,6/1/2021,https://therealdeal.com/2021/06/01/troubled-construction-startup-katerra-will-shut-down-report/,1600.00,Unknown,6/1/2021 19:36,United States,Unknown,,,,,,,
New Relic,SF Bay Area,Infrastructure,160,7%,4/6/2021,https://siliconangle.com/2021/04/06/new-relic-let-go-7-employees-amid-business-model-refocus/,214.50,IPO,4/7/2021 2:19,United States,Unknown,,,,,,,
Bounce,Bengaluru,Transportation,200,40%,2/22/2021,https://economictimes.indiatimes.com/tech/startups/bounce-goes-for-second-round-of-layoffs-as-demand-for-mobility-lags/articleshow/81144047.cms,214.20,Series D,2/22/2021 23:38,India,Unknown,,,,,,,
Limelight,New York City,Recruiting,13,100%,2/4/2021,Company exec,,Unknown,2/5/2021 16:50,United States,Unknown,,,,,,,
Quandoo,Berlin,Food,87,20%,2/3/2021,https://www.berliner-zeitung.de/en/berlin-reservation-platform-quandoo-slashes-jobs-li.137352,39.00,Acquired,2/18/2021 1:02,Germany,Unknown,,,,,,,
Hubba,Toronto,Retail,45,100%,2/1/2021,https://betakit.com/hubba-to-shut-down/,61.00,Series B,2/3/2021 18:03,Canada,Unknown,,,,,,,
Postmates,SF Bay Area,Food,180,15%,1/23/2021,https://www.nytimes.com/2021/01/23/technology/uber-postmates-layoffs.html,763.00,Acquired,1/25/2021 0:21,United States,Unknown,,,,,,,
Pocketmath,Singapore,Marketing,21,100%,1/20/2021,https://www.businessinsider.com/mobile-advertising-company-pocketmath-shut-down-facing-lawsuits-2021-1,20.00,Unknown,1/21/2021 22:17,Singapore,Unknown,,,,,,,
Dropbox,SF Bay Area,Other,315,15%,1/13/2021,https://www.cnbc.com/2021/01/13/dropbox-to-cut-11percent-of-its-global-workforce.html,1700.00,IPO,1/13/2021 17:21,United States,Unknown,,,,,,,
Breather,Montreal,Real Estate,120,80%,12/16/2020,https://www.theglobeandmail.com/business/article-breather-hopes-for-second-wind-as-montreal-flexible-workspace-provider/,131.00,Series D,12/17/2020 17:19,Canada,Unknown,,,,,,,
Aya,Toronto,Finance,5,25%,11/19/2020,https://betakit.com/fintech-and-healthtech-startup-aya-comes-out-of-stealth-with-3-2-million-cad-in-seed-financing/,3.00,Seed,11/19/2020 23:11,United States,Unknown,,,,,,,
Bridge Connector,Nashville,Healthcare,154,100%,11/17/2020,https://www.nashvillepost.com/business/health-care/article/21144528/bridge-connector-closing-down,45.00,Series B,11/19/2020 23:19,United States,Unknown,,,,,,,
Tidepool,SF Bay Area,Healthcare,18,40%,11/17/2020,https://www.linkedin.com/posts/tidepoolorg_activity-6734927153630183424-s-x0/,,Unknown,1/9/2021 5:20,United States,Unknown,,,,,,,
Worksmith,Austin,Retail,30,50%,11/9/2020,https://www.bizjournals.com/austin/inno/stories/profiles/2020/11/09/pandemic-forced-worksmith-to-innovate.html,3.80,Unknown,11/12/2020 20:04,United States,Unknown,,,,,,,
Knotel,New York City,Real Estate,20,8%,10/29/2020,https://www.businessinsider.com/knotel-layoffs-job-cuts-coworking-fundraise-amol-sarva-office-demand-2020-10,560.00,Series C,11/3/2020 16:13,United States,Unknown,,,,,,,
GetYourGuide,Berlin,Travel,90,17%,10/14/2020,https://www.reuters.com/article/tech-getyourguide/german-travel-startup-getyourguide-lets-go-of-a-sixth-of-staff-idUSL8N2H544X,656.00,Series E,10/16/2020 19:52,Germany,Unknown,,,,,,,
Alto Pharmacy,SF Bay Area,Healthcare,47,6%,9/29/2020,https://layoffs.fyi/2020/10/07/alto-pharmacy-lays-off-47-employees/,356.00,Series D,10/7/2020 19:46,United States,Unknown,,,,,,,
NS8,Las Vegas,Data,240,95%,9/11/2020,https://twitter.com/VitalVegas/status/1304355796008853506,157.90,Series A,9/11/2020 15:08,United States,Unknown,,,,,,,
Waze,SF Bay Area,Transportation,30,5%,9/9/2020,https://www.theverge.com/2020/9/9/21428907/waze-layoff-pandemic-google-navigation-driving,67.00,Acquired,9/10/2020 14:30,United States,Unknown,,,,,,,
GoBear,Singapore,Finance,22,11%,9/1/2020,https://layoffs.fyi/2020/09/13/gobear-launches-talent-directory-after-laying-off-22-employees/,97.00,Unknown,9/2/2020 17:45,Singapore,Unknown,,,,,,,
MakeMyTrip,New Delhi,Travel,350,10%,8/31/2020,https://yourstory.com/2020/08/makemytrip-restructuring-layoffs-deep-kalra,548.00,IPO,9/2/2020 17:45,India,Unknown,,,,,,,
Salesforce,SF Bay Area,Sales,1000,2%,8/26/2020,https://www.bloomberg.com/news/articles/2020-08-26/salesforce-cuts-1-000-jobs-after-banner-quarter-stock-surge,65.40,IPO,8/26/2020 20:28,United States,Unknown,,,,,,,
Docly,London,Healthcare,8,80%,8/19/2020,https://sifted.eu/articles/docly-slash-in-uk/,15.50,Seed,8/20/2020 17:02,United Kingdom,Unknown,,,,,,,
Mozilla,SF Bay Area,Consumer,250,25%,8/11/2020,https://layoffs.fyi/2020/08/12/mozilla-lays-off-250-employees-launches-talent-directory/,2.30,Unknown,8/11/2020 15:32,United States,Unknown,,,,,,,
Eatsy,Singapore,Food,20,100%,8/8/2020,https://www.businesstimes.com.sg/garage/food-ordering-startup-eatsy-shutters-operations-0,0.98,Seed,8/10/2020 18:04,Singapore,Unknown,,,,,,,
Glossier,New York City,Retail,150,38%,8/7/2020,https://www.glossier.com/blog/retail-update-covid19,186.40,Series D,8/19/2020 17:43,United States,Unknown,,,,,,,
Thriver,Toronto,Food,75,50%,8/6/2020,https://betakit.com/platterz-raises-43-8-million-cad-series-b-rebrands-to-thriver-as-company-pivots-post-pandemic/,53.00,Series B,8/7/2020 17:41,Canada,Unknown,,,,,,,
Booking.com,Amsterdam,Travel,4375,25%,7/30/2020,https://skift.com/2020/08/04/booking-com-restructuring-will-pare-its-workforce-by-up-to-25-percent/,,Acquired,8/4/2020 15:02,Netherlands,Unknown,,,,,,,
Buy.com / Rakuten,SF Bay Area,Retail,87,100%,7/30/2020,https://techcrunch.com/2020/07/30/rakuten-is-shuttering-the-online-shop-formerly-known-as-buy-com/,42.40,Acquired,7/31/2020 16:36,United States,Unknown,,,,,,,
Procore,Los Angeles,Construction,180,9%,7/28/2020,https://www.bloomberg.com/news/articles/2020-07-28/software-startup-procore-said-to-cut-180-jobs-ahead-of-ipo,649.00,Unknown,7/28/2020 23:43,United States,Unknown,,,,,,,
Swiggy,Bengaluru,Food,350,5%,7/27/2020,https://www.livemint.com/companies/news/350-swiggy-employees-lose-their-jobs-in-round-2-of-layoffs-11595951553823.html,1600.00,Series I,7/28/2020 20:25,India,Unknown,,,,,,,
Zeitgold,Berlin,Finance,75,72%,7/27/2020,https://layoffs.fyi/2020/08/04/bookkeeping-startup-zeitgold-lays-off-75-employees-and-pivots-to-tax-prep-software/,60.18,Series B,8/3/2020 17:27,Germany,Unknown,,,,,,,
Checkr,SF Bay Area,HR,64,12%,7/23/2020,https://layoffs.fyi/2020/07/28/checkr-lays-off-64-employees/,309.00,Series D,7/24/2020 15:51,United States,Unknown,,,,,,,
LinkedIn,SF Bay Area,Recruiting,960,6%,7/21/2020,https://layoffs.fyi/2020/08/04/linkedin-launches-official-talent-directory-after-laying-off-960-employees/,154.00,Acquired,7/21/2020 14:44,United States,Unknown,,,,,,,
Lighter Capital,Seattle,Finance,22,49%,7/20/2020,https://www.geekwire.com/2020/seattle-based-alternative-vc-firm-lighter-capital-lays-off-employees/,15.00,Series B,7/20/2020 15:15,United States,Unknown,,,,,,,
Optimizely,SF Bay Area,Marketing,60,15%,7/15/2020,https://techcrunch.com/2020/07/15/benchmark-backed-optimizely-confirms-it-has-laid-off-15-percent-of-staff/,251.20,Series D,7/16/2020 15:38,United States,Unknown,,,,,,,
Skyscanner,Edinburgh,Travel,300,20%,7/14/2020,https://layoffs.fyi/2020/08/12/skyscanner-launches-talent-directory-after-laying-off-300-employees/,197.20,Acquired,7/14/2020 22:41,United Kingdom,Unknown,,,,,,,
Zilingo,Singapore,Retail,100,12%,7/9/2020,https://zilingotrade.com/en-th/blog/BLGCOMPANYANNOUNCEMENT,307.00,Series D,7/9/2020 19:25,Singapore,Unknown,,,,,,,
G2,Chicago,Marketing,17,5%,6/30/2020,https://www.americaninno.com/chicago/inno-news-chicago/layoffs-at-g2-as-the-tech-company-cuts-costs-during-covid/,100.80,Series C,7/1/2020 20:00,United States,Unknown,,,,,,,
Katerra,SF Bay Area,Construction,400,7%,6/29/2020,https://www.theinformation.com/articles/softbank-backed-katerra-lays-off-more-than-400-employees,1300.00,Series E,6/30/2020 15:49,United States,Unknown,,,,,,,
Bounce,Bengaluru,Transportation,130,22%,6/29/2020,https://inc42.com/buzz/bounce-lays-off-130-employees-as-covid-19-impact-hits-mobility-startup/,214.20,Series D,6/30/2020 15:56,India,Unknown,,,,,,,
GoDaddy,Austin,Marketing,451,6%,6/24/2020,https://domainnamewire.com/2020/06/24/godaddy-plans-layoffs-and-is-closing-austin-offices/,,IPO,6/25/2020 5:21,United States,Unknown,,,,,,,
Sonos,New York City,Consumer,174,12%,6/24/2020,https://www.cnbc.com/2020/06/24/sonos-says-its-cutting-12percent-of-global-employees-because-of-covid-19.html,455.20,IPO,6/25/2020 4:51,United States,Unknown,,,,,,,
Gojek,Jakarta,Transportation,430,9%,6/23/2020,https://layoffs.fyi/2020/08/06/gojek-creates-talent-directory-following-430-person-layoff/,4800.00,Series F,6/23/2020 22:28,Indonesia,Unknown,,,,,,,
ScaleFactor,Austin,Finance,90,90%,6/23/2020,https://www.forbes.com/sites/davidjeans/2020/06/23/scalefactor-fintech-startup-shuts-down-bessemer-coatue-canaan/#2bef45cf4901,103.00,Series C,6/23/2020 23:45,United States,Unknown,,,,,,,
Dark,SF Bay Area,Product,6,100%,6/23/2020,https://layoffs.fyi/2020/06/29/programming-service-dark-releases-layoff-list/,3.00,Seed,6/29/2020 14:46,United States,Unknown,,,,,,,
Intuit,SF Bay Area,Finance,715,7%,6/22/2020,https://intuitblog.com/news-social/a-message-from-intuit-ceo-sasan-goodarzi-to-intuit-employees/,18.00,IPO,6/22/2020 22:14,United States,Unknown,,,,,,,
Navi,Bengaluru,Finance,40,25%,6/17/2020,https://inc42.com/buzz/sachin-bansals-navi-general-insurance-lays-off-40-employees/,582.00,Private Equity,6/20/2020 22:24,India,Unknown,,,,,,,
PaisaBazaar,Gurugram,Finance,1500,50%,6/16/2020,https://thetechportal.com/2020/06/16/policybazaar-paisabazaar-lay-offs/,496.00,Series G,6/16/2020 23:16,India,Unknown,,,,,,,
Grab,Singapore,Transportation,360,5%,6/16/2020,https://layoffs.fyi/2020/06/24/official-grab-layoff-list-released-following-360-person-layoff/,9900.00,Series I,6/16/2020 13:43,Singapore,Unknown,,,,,,,
Splunk,SF Bay Area,Data,70,1%,6/16/2020,https://www.bloomberg.com/news/articles/2020-06-17/splunk-joins-tech-s-belt-tightening-with-plan-to-shed-staff,40.00,IPO,6/18/2020 22:48,United States,Unknown,,,,,,,
Redox,Madison,Healthcare,44,25%,6/16/2020,https://theredoxpodcast.podbean.com/e/22-layoffs/,50.00,Series C,6/23/2020 13:59,United States,Unknown,,,,,,,
Uber,Amsterdam,Transportation,225,25%,6/12/2020,https://www.dutchnews.nl/news/2020/06/uber-cuts-amsterdam-workforce-by-15-some-200-jobs-to-go/,24700.00,IPO,6/27/2020 18:25,Netherlands,Unknown,,,,,,,
SynapseFI,SF Bay Area,Finance,63,48%,6/12/2020,https://www.forbes.com/sites/jeffkauflin/2020/06/15/fintech-startup-synapse-lays-off-nearly-50-of-full-time-staff/#6a6f57b0300e,50.00,Series B,6/13/2020 3:44,United States,Unknown,,,,,,,
ScaleFocus,Sofia,Infrastructure,120,10%,6/11/2020,https://seenews.com/news/bulgarias-scalefocus-lays-off-10-of-workforce-report-702279,,Unknown,6/11/2020 23:23,Bulgaria,Unknown,,,,,,,
